sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,maxBStep,avgBStep,countTransact,maxAvailability,maxOnlineStatus,avgAvailability,minOnlineStatus,minAvailability,order
7422,14,5,0.0,3,6.0,24.99,50.98,3,6.0,24.99,50.98,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
15603,21,5,811.8710000000001,20,12.99,79.99,322.88,1,14.99,14.99,14.99,2.0,1.0,1.0,600.0,470.0,305.0,12.0,49.0,2.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
21813,11,6,1055.558,29,4.99,24.99,499.71,7,12.49,24.99,128.43,5.0,1.0,1.0,2900.0,589.0,277.0,11.0,45.0,2.0,13.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
11239,17,5,3138.6609999999996,13,19.9,40.85,260.6,3,19.9,40.85,90.55,1.0,1.0,1.0,1700.0,515.0,110.0,7.0,27.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7858,14,5,462.587,10,12.99,49.99,295.9,6,12.99,49.99,187.94,2.0,1.0,1.0,4000.0,70.0,177.0,3.0,46.0,2.0,14.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
49192,18,7,696.8380000000001,41,10.0,24.99,691.82,4,10.0,24.99,64.98,1.0,1.0,1.0,2400.0,471.0,44.0,15.0,41.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
41601,12,7,754.1080000000001,6,9.99,59.95,115.9,5,9.99,59.95,105.91,2.0,1.0,1.0,600.0,614.0,103.0,3.0,25.0,2.0,69.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
39753,11,7,728.8739999999999,11,29.99,39.99,349.89,3,29.99,29.99,89.97,2.0,1.0,1.0,1200.0,486.0,70.0,3.0,45.0,1.0,30.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
26235,15,6,702.67,41,4.99,49.99,737.26,11,9.99,49.99,242.22,2.0,1.0,1.0,600.0,592.0,62.0,4.0,42.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
12179,18,5,5926.64,73,5.0,25.2,824.24,4,9.99,25.2,63.17,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
33081,20,6,111.54,5,17.99,17.99,71.96,1,17.99,17.99,17.99,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
39475,10,7,745.2760000000001,23,8.0,34.99,427.84,6,8.0,34.99,109.95,2.0,1.0,1.0,500.0,451.0,216.0,15.0,50.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
31494,19,6,2540.7129999999997,42,9.99,2299.99,5085.62,4,9.99,14.99,49.96,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
45198,15,7,937.15,12,100.0,149.95,1399.9,1,129.99,129.99,129.99,5.0,1.0,1.0,300.0,419.0,1.0,0.0,31.0,2.0,40.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
7750,14,5,320.018,10,39.99,49.99,459.9,2,49.99,49.99,99.98,2.0,1.0,1.0,500.0,403.0,1.0,0.0,41.0,2.0,57.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
36407,3,7,1015.57,10,999.99,1099.99,3199.97,1,1099.99,1099.99,1099.99,3.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
10969,17,5,1375.079,46,15.0,199.9,1695.75,5,19.9,49.9,144.5,2.0,1.0,1.0,1200.0,541.0,87.0,6.0,42.0,2.0,28.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
11772,18,5,2333.738,27,19.99,59.99,1239.75,12,19.99,59.99,469.9,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46685,16,7,3238.0009999999997,21,3.99,29.99,341.79,4,3.99,29.99,57.96,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
7863,14,5,1057.345,29,4.99,19.99,170.86,4,9.99,14.99,46.96,2.0,1.0,1.0,600.0,572.0,40.0,12.0,27.0,1.0,27.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32296,19,6,942.8580000000001,20,12.99,699.99,6927.8,1,399.99,399.99,399.99,4.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0
43202,13,7,884.607,10,25.95,99.99,237.82,3,25.95,99.99,155.93,1.0,1.0,1.0,600.0,511.0,221.0,9.0,56.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
38643,10,7,247.545,6,19.99,124.95,184.92,1,19.99,19.99,19.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
14605,20,5,1303.887,2,24.99,34.99,59.98,2,24.99,34.99,59.98,2.0,1.0,1.0,600.0,552.0,49.0,6.0,48.0,1.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26761,16,6,485.869,5,49.99,49.99,249.95,3,49.99,49.99,149.97,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
47994,17,7,1394.848,39,3.99,24.99,340.69,6,3.99,19.99,61.94,2.0,1.0,1.0,4000.0,517.0,355.0,7.0,67.0,1.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
34487,21,6,354.76,14,9.99,59.95,629.47,3,9.99,59.95,129.89,3.0,1.0,1.0,15000.0,519.0,357.0,109.0,60.0,1.0,5.0,4.0,3.5,2.0,1.0,1.0,1.0,1.0,1.0,1
17721,23,5,8354.777,90,5.99,799.99,10339.23,5,12.99,549.99,1514.95,2.0,1.0,1.0,500.0,541.0,55.0,8.0,28.0,2.0,49.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
36086,0,7,28.57,3,67.5,67.5,202.5,1,67.5,67.5,67.5,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21529,11,6,539.734,21,7.99,54.99,348.79,3,14.99,14.99,44.97,2.0,1.0,1.0,600.0,592.0,30.0,7.0,62.0,2.0,192.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8155,15,5,1097.095,15,469.99,1099.99,9169.85,1,549.99,549.99,549.99,2.0,1.0,1.0,500.0,407.0,1.0,0.0,37.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
36263,1,7,0.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3151,10,5,221.167,4,299.95,399.0,1456.95,1,379.0,379.0,379.0,4.0,1.0,1.0,0.0,396.0,3.0,2.0,20.0,1.0,88.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
8183,15,5,2115.8920000000003,17,2.99,159.99,474.89,4,5.99,159.99,206.96,2.0,1.0,1.0,3000.0,493.0,58.0,5.0,57.0,1.0,202.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24054,13,6,568.033,10,39.99,39.99,119.97,1,39.99,39.99,39.99,2.0,1.0,1.0,800.0,557.0,7.0,1.0,22.0,2.0,27.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
50000,18,7,82.943,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,1.0,1.0,300.0,537.0,5.0,0.0,53.0,1.0,34.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
30874,18,6,2538.022,22,9.99,99.99,1424.33,1,99.99,99.99,99.99,1.0,1.0,1.0,1300.0,513.0,173.0,42.0,48.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
15583,21,5,291.22900000000004,15,3.99,79.99,791.85,3,3.99,79.99,158.97,3.0,1.0,1.0,2500.0,532.0,218.0,11.0,41.0,2.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
47073,16,7,746.178,17,20.0,89.99,1429.84,2,89.99,89.99,179.98,3.0,1.0,1.0,300.0,429.0,1.0,0.0,30.0,1.0,47.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
49333,18,7,37.977,2,19.99,19.99,39.98,1,19.99,19.99,19.99,2.0,1.0,1.0,1100.0,567.0,42.0,2.0,49.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5723,12,5,54.93600000000001,2,59.95,59.95,119.9,1,59.95,59.95,59.95,2.0,1.0,1.0,600.0,489.0,43.0,8.0,77.0,2.0,34.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
29125,17,6,252.53900000000002,3,469.99,469.99,1409.97,1,469.99,469.99,469.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30327,18,6,294.589,9,9.99,19.99,143.91,2,17.99,19.99,37.98,2.0,1.0,1.0,4000.0,559.0,82.0,1.0,36.0,2.0,92.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
5698,12,5,291.371,3,9.99,19.99,42.97,3,9.99,19.99,42.97,2.0,1.0,1.0,4000.0,521.0,383.0,11.0,68.0,2.0,48.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4216,11,5,3587.715,37,6.99,22.99,560.55,9,9.99,22.99,130.91,1.0,1.0,1.0,900.0,508.0,53.0,0.0,33.0,2.0,516.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1048,8,5,4242.005999999999,91,44.99,109.95,4252.93,9,44.99,109.95,664.68,3.0,1.0,1.0,3200.0,520.0,295.0,14.0,54.0,2.0,43.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
20970,10,6,720.321,20,5.0,19.0,223.83,4,9.99,16.99,49.96,4.0,1.0,1.0,1500.0,485.0,74.0,12.0,46.0,1.0,43.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
45446,15,7,0.0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
43361,13,7,42.753,2,24.99,24.99,49.98,1,24.99,24.99,24.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21327,11,6,5556.443,38,2.0,129.99,611.49,3,2.0,24.99,36.98,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
22169,12,6,75.075,4,44.99,591.0,1226.99,1,591.0,591.0,591.0,2.0,1.0,1.0,3000.0,519.0,269.0,11.0,44.0,2.0,530.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
7171,14,5,1544.4279999999999,6,29.99,39.99,209.94,2,29.99,34.99,64.98,1.0,1.0,1.0,2800.0,545.0,280.0,15.0,59.0,2.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21794,11,6,32.701,3,23.99,23.99,71.97,1,23.99,23.99,23.99,2.0,1.0,1.0,8500.0,551.0,302.0,14.0,49.0,2.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
15711,21,5,2155.813,17,19.99,79.99,699.83,1,29.99,29.99,29.99,2.0,1.0,1.0,800.0,477.0,6.0,6.0,33.0,1.0,58.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2638,10,5,485.485,20,9.99,39.99,461.8,8,9.99,39.99,177.92,2.0,1.0,1.0,4000.0,564.0,322.0,28.0,55.0,2.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2552,10,5,1437.129,29,1.99,12.9,143.68,6,1.99,12.9,46.69,2.0,1.0,1.0,2000.0,588.0,439.0,29.0,49.0,2.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
37087,8,7,324.018,7,9.99,17.95,93.81,1,9.99,9.99,9.99,2.0,1.0,1.0,800.0,557.0,31.0,3.0,49.0,1.0,88.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
48487,17,7,356.483,3,19.99,39.99,84.97,3,19.99,39.99,84.97,2.0,1.0,1.0,600.0,70.0,67.0,0.0,56.0,2.0,590.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
44624,14,7,2903.9359999999997,67,7.0,19.99,970.26,10,9.99,17.99,137.91,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
46037,15,7,92.196,3,99.95,99.95,299.85,1,99.95,99.95,99.95,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
45339,15,7,122.624,5,5.0,19.99,64.97,1,19.99,19.99,19.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
48574,17,7,20521.325,128,2.0,59.99,1994.59,27,3.0,59.99,503.47,1.0,1.0,1.0,3000.0,520.0,160.0,14.0,34.0,2.0,41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
23280,13,6,4118.467000000001,54,19.99,59.99,1769.48,11,19.99,59.99,389.89,2.0,1.0,1.0,3100.0,563.0,415.0,28.0,72.0,1.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3060,10,5,3392.026,8,29.99,399.99,1629.88,2,29.99,399.99,429.98,4.0,1.0,1.0,5000.0,466.0,12.0,25.0,39.0,1.0,11.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
33225,20,6,135.99,6,39.99,59.99,299.94,2,39.99,59.99,99.98,2.0,1.0,1.0,500.0,416.0,15.0,16.0,25.0,2.0,13.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32231,19,6,11.458,14,29.99,89.99,659.88,14,29.99,89.99,659.88,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
24698,14,6,83.835,7,19.99,19.99,139.93,2,19.99,19.99,39.98,2.0,1.0,1.0,600.0,568.0,157.0,3.0,34.0,2.0,61.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7765,14,5,487.926,15,7.99,39.99,153.9,15,7.99,39.99,153.9,4.0,1.0,1.0,500.0,404.0,222.0,10.0,54.0,1.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23672,13,6,227.05900000000003,10,9.99,49.99,214.9,4,9.99,49.99,79.96,2.0,1.0,1.0,300.0,558.0,84.0,2.0,30.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
17349,22,5,196.226,6,14.99,34.99,164.94,1,34.99,34.99,34.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
24295,14,6,0.0,1,12.0,49.99,399.9,1,14.99,39.99,89.94,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9278,16,5,345.944,26,12.99,24.99,523.74,7,12.99,24.99,132.93,2.0,1.0,1.0,2600.0,566.0,218.0,20.0,62.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
38223,9,7,643.312,30,9.99,99.99,840.8,10,9.99,99.99,417.9,2.0,1.0,1.0,600.0,499.0,36.0,1.0,41.0,2.0,68.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46295,16,7,1050.167,40,11.99,89.99,1466.31,9,17.99,89.99,361.87,2.0,1.0,1.0,1600.0,483.0,220.0,12.0,51.0,2.0,26.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
47513,16,7,928.398,13,3.99,349.99,1283.89,3,19.99,249.99,299.97,5.0,1.0,1.0,1900.0,561.0,146.0,37.0,37.0,2.0,13.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30366,18,6,7350.013000000001,109,6.99,359.99,5598.76,3,6.99,69.99,146.97,4.0,1.0,1.0,1700.0,511.0,72.0,4.0,41.0,2.0,23.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
9619,16,5,3649.298,112,3.0,40.0,1181.92,5,10.0,19.0,82.0,1.0,1.0,1.0,3100.0,492.0,183.0,16.0,75.0,2.0,24.0,4.0,2.5,2.0,1.0,1.0,1.0,1.0,1.0,1
39897,11,7,608.05,9,13.99,100.83,262.75,9,13.99,100.83,262.75,5.0,1.0,1.0,600.0,563.0,294.0,10.0,51.0,2.0,88.0,5.0,3.5,2.0,1.0,1.0,1.0,1.0,1.0,1
41150,12,7,484.952,25,9.99,99.99,1459.51,5,9.99,99.99,329.87,2.0,1.0,1.0,300.0,519.0,181.0,3.0,46.0,2.0,90.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9619,16,5,4085.8320000000003,114,3.0,40.0,1204.91,6,3.99,19.0,85.99,4.0,1.0,1.0,3100.0,492.0,183.0,16.0,75.0,2.0,24.0,4.0,2.5,2.0,1.0,1.0,1.0,1.0,1.0,1
43427,13,7,1369.475,27,3.99,30.0,255.91,5,3.99,7.0,28.98,1.0,1.0,1.0,600.0,562.0,82.0,0.0,27.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
22016,11,6,2126.491,56,3.99,34.99,760.44,6,3.99,34.99,84.94,1.0,1.0,1.0,1000.0,503.0,64.0,6.0,27.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
26600,15,6,852.416,19,3.99,49.99,482.81,19,3.99,49.99,482.81,2.0,1.0,1.0,1800.0,577.0,221.0,17.0,46.0,1.0,70.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3931,11,5,733.212,14,12.99,69.95,625.46,4,12.99,69.95,182.84,2.0,1.0,1.0,2500.0,568.0,310.0,4.0,52.0,2.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
15481,20,5,2200.732,44,19.99,299.99,2809.84,3,29.99,299.99,479.97,1.0,1.0,1.0,0.0,70.0,17.0,0.0,26.0,2.0,536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
47189,16,7,88.306,10,3.99,34.99,194.9,10,3.99,34.99,194.9,3.0,1.0,1.0,5000.0,545.0,282.0,28.0,44.0,2.0,27.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
16147,21,5,1224.579,9,799.99,929.99,5239.94,1,929.99,929.99,929.99,4.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
34932,22,6,664.927,6,279.99,359.99,1919.94,2,279.99,359.99,639.98,2.0,1.0,1.0,600.0,458.0,8.0,1.0,20.0,1.0,53.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
45790,15,7,2368.928,44,3.99,99.99,655.59,7,3.99,17.99,77.93,2.0,1.0,1.0,2900.0,491.0,179.0,11.0,38.0,2.0,13.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
43482,13,7,1963.0970000000002,61,1.0,49.99,967.63,10,5.0,39.99,197.92,2.0,1.0,1.0,2200.0,458.0,56.0,11.0,55.0,2.0,23.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
12366,18,5,941.155,19,3.99,19.99,119.91,3,3.99,19.99,30.97,1.0,1.0,1.0,5000.0,527.0,333.0,18.0,59.0,2.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
34593,21,6,3574.4429999999998,51,3.99,59.99,2277.13,7,3.99,59.95,253.89,2.0,1.0,1.0,600.0,485.0,134.0,4.0,47.0,2.0,66.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
8177,15,5,100.844,13,17.99,29.99,365.87,3,29.99,29.99,89.97,2.0,1.0,1.0,800.0,507.0,109.0,3.0,39.0,1.0,67.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
9491,16,5,642.303,38,3.99,39.99,751.63,5,9.99,39.99,112.95,2.0,1.0,1.0,2500.0,582.0,359.0,13.0,72.0,1.0,146.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42592,13,7,3178.2509999999997,73,4.99,100.0,1644.54,5,4.99,29.99,53.95,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
21396,11,6,2479.113,26,15.0,69.99,939.45,4,24.9,49.99,144.87,1.0,1.0,1.0,1500.0,546.0,60.0,4.0,37.0,2.0,112.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
